,time,x,y,goalx,goaly,yaw,steer,throttle
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,-2.982224216478186,8.205802018580242,-9.3,7.8,-2.0487915072648035,-1.0,0.7
2,0.0,-3.096584122475719,8.299343848985346,-9.3,7.8,-2.073368148534633,-0.9836583096262206,0.7
3,0.0,-3.1769391851948594,8.337161070415501,-9.3,7.8,-2.0914582690732475,-0.9561813223060689,0.7
4,0.0,-3.2614985621806474,8.361323639403345,-9.3,7.8,-2.106905197536728,-0.9371074516250328,0.7
5,0.0,-3.338061349343846,8.36842504293226,-9.3,7.8,-2.1225960511512727,-0.9199759450040677,0.7
6,0.0,-3.398849412997572,8.360740666156833,-9.3,7.8,-2.1372929771956826,-0.9063855381244509,0.7
7,0.0,-3.424276896084808,8.3530745606369,-9.3,7.8,-2.1444774619082656,-0.9001135030525031,0.7
8,0.0,-3.50385222307974,8.329291946596308,-9.3,7.8,-2.1682997994909714,-0.8798660005480121,0.7
9,0.0,-3.6043555343985907,8.311824601126522,-9.3,7.8,-2.187939964085058,-0.8618763667256804,0.7
10,0.0,-3.6438065131243262,8.30574952781119,-9.3,7.8,-2.194844026372773,-0.8543404367109702,0.7
11,0.0,-3.755019493172091,8.281525811869148,-9.3,7.8,-2.213259735972946,-0.8396731311022634,0.7
12,0.0,-3.81345542023396,8.258937809407676,-9.3,7.8,-2.2238495425261564,-0.8324553977932899,0.7
13,0.0,-3.861659389861032,8.228461525290875,-9.3,7.8,-2.234589355980096,-0.8271267806478314,0.7
14,0.0,-3.9175767472578777,8.206658330765148,-9.3,7.8,-2.2447971821532695,-0.8195639026690362,0.7
15,0.0,-3.9759410957443353,8.187300820616784,-9.3,7.8,-2.2537022685104695,-0.8133574406990927,0.7
16,0.0,-4.080580685359912,8.161154237412592,-9.3,7.8,-2.2685018087387356,-0.8020003073522837,0.7
17,0.0,-4.154656081639337,8.142360672579468,-9.3,7.8,-2.2795867375296344,-0.7936057402771587,0.7
18,0.0,-4.230806783290079,8.11939066129461,-9.3,7.8,-2.292108805893857,-0.7842424228334458,0.7
19,0.0,-4.302453209612796,8.09580247439147,-9.3,7.8,-2.3053933691933746,-0.7743868672141793,0.7
20,0.0,-4.379171349948965,8.07245328044395,-9.3,7.8,-2.3186569275168867,-0.765172961053527,0.7
21,0.0,-4.44627960466386,8.054452637169836,-9.3,7.8,-2.3334473082264333,-0.7537379191198412,0.7
22,0.0,-4.512921837649456,8.04273934437598,-9.3,7.8,-2.345708627817397,-0.7425294121804726,0.7
23,0.0,-4.619639406551982,8.015513254237222,-9.3,7.8,-2.363216048539066,-0.7343306080670157,0.7
24,0.0,-4.65982098581468,8.007218188192766,-9.3,7.8,-2.3707051010256617,-0.7232083440869569,0.7
25,0.0,-4.767873658767254,7.973075717876055,-9.3,7.8,-2.3897246042513354,-0.7116444345894097,0.7
26,0.0,-4.844333475117763,7.95346914002848,-9.3,7.8,-2.4014532995463194,-0.7036066228100237,0.7
27,0.0,-4.907845724669816,7.924981895767874,-9.3,7.8,-2.4138071293477745,-0.6978725631013175,0.7
28,0.0,-4.974401128573571,7.89907273937832,-9.3,7.8,-2.4223229744388832,-0.6952052187798303,0.7
29,0.0,-5.052784375559354,7.880799569993193,-9.3,7.8,-2.4307883561563526,-0.6905945155556669,0.7
30,0.0,-5.090774320597515,7.870242305917869,-9.3,7.8,-2.435420856528497,-0.688337232606693,0.7
31,0.0,-5.206629753345657,7.833742896488644,-9.3,7.8,-2.4473538175560847,-0.6871970868142605,0.7
32,0.0,-5.321075151227678,7.795858960153741,-9.3,7.8,-2.4594243904190884,-0.6825965969031011,0.7
33,0.0,-5.39675862761436,7.769466402553864,-9.3,7.8,-2.4678576529277225,-0.6815726696322404,0.7
34,0.0,-5.467059797267815,7.747917442979166,-9.3,7.8,-2.4755713720425097,-0.678982365117461,0.7
35,0.0,-5.528273392168302,7.735443908811902,-9.3,7.8,-2.4827464769190435,-0.6751629233171893,0.7
36,0.0,-5.586962553014741,7.717424213513264,-9.3,7.8,-2.49043273602076,-0.6731303381013646,0.7
37,0.0,-5.630648142640779,7.697435404491171,-9.3,7.8,-2.4967920923087537,-0.6724981049060543,0.7
38,0.0,-5.684514099030534,7.691065970153736,-9.3,7.8,-2.5030020953239784,-0.6672824086163232,0.7
39,0.0,-5.754917469617416,7.680685353710565,-9.3,7.8,-2.512418669558683,-0.6619042682785279,0.7
40,0.0,-5.801998948159046,7.670189253203189,-9.3,7.8,-2.5195534017860552,-0.6590371620001714,0.7
41,0.0,-5.8590276112861055,7.657835020365795,-9.3,7.8,-2.525139865811949,-0.6571652359993414,0.7
42,0.0,-5.889872207363325,7.6542246092870885,-9.3,7.8,-2.527805571604774,-0.6558909496953624,0.7
43,0.0,-5.971235469752912,7.6464131685059264,-9.3,7.8,-2.5355007227030506,-0.6520374046411461,0.7
44,0.0,-6.015192646191609,7.642097621565572,-9.3,7.8,-2.540254381431569,-0.6484525135330628,0.7
45,0.0,-6.0482801429200155,7.640938357651539,-9.3,7.8,-2.544127026386577,-0.6454940031518237,0.7
46,0.0,-6.077511472427303,7.639281488374228,-9.3,7.8,-2.547573338399311,-0.6435624582972039,0.7
47,0.0,-6.126703650611495,7.629209639236902,-9.3,7.8,-2.551788671915049,-0.643096988425504,0.7
48,0.0,-6.165263870936244,7.628070316214396,-9.3,7.8,-2.5537460284110205,-0.642354526827578,0.7
49,0.0,-6.197906011757035,7.6216158762298996,-9.3,7.8,-2.5561434560482232,-0.6430449748832188,0.7
50,0.0,-6.229952413121038,7.610533052151604,-9.3,7.8,-2.559973316165786,-0.643597487512836,0.7
51,0.0,-6.261667631378555,7.5987927100466015,-9.3,7.8,-2.563162894891411,-0.6446391527430031,0.7
52,0.0,-6.293428590736546,7.593276615270631,-9.3,7.8,-2.566864020851464,-0.6439925685369383,0.7
53,0.0,-6.324176296682803,7.581389678917513,-9.3,7.8,-2.569952873432347,-0.6453017526912582,0.7
54,0.0,-6.374772928633818,7.5614315087348425,-9.3,7.8,-2.575664235155434,-0.6464379402069873,0.7
55,0.0,-6.374772928633818,7.5614315087348425,-9.3,7.8,-2.575664235155434,-0.6478842990537954,0.7
56,0.0,-6.447119301270317,7.544382038541363,-9.3,7.8,-2.5840832966394753,-0.6473861495385502,0.7
57,0.0,-6.497163607651562,7.54027204584063,-9.3,7.8,-2.588306791376297,-0.6452303952508808,0.7
58,0.0,-6.543866948699052,7.542683834951802,-9.3,7.8,-2.592063193489014,-0.6418295848775117,0.7
59,0.0,-6.587011271987973,7.548344882047631,-9.3,7.8,-2.5958566296395826,-0.6382479972032473,0.7
60,0.0,-6.62706657658538,7.554070458827431,-9.3,7.8,-2.598609834390485,-0.6334033872447926,0.7
61,0.0,-6.683541867787654,7.562679949954521,-9.3,7.8,-2.603482818255021,-0.6298981517927995,0.7
62,0.0,-6.699685349058302,7.565110074752841,-9.3,7.8,-2.6069672694513453,-0.622785796048702,0.7
63,0.0,-6.751897760701252,7.563799611411366,-9.3,7.8,-2.6106181965507735,-0.6230357149823327,0.7
64,0.0,-6.788895770995014,7.564896790055027,-9.3,7.8,-2.6131546800206586,-0.620889855805939,0.7
65,0.0,-6.8273289179900125,7.56549940105253,-9.3,7.8,-2.6156915085344297,-0.6200587255891716,0.7
66,0.0,-6.862893249089198,7.565544960697774,-9.3,7.8,-2.6192442076686797,-0.6188617314940813,0.7
67,0.0,-6.897981506841169,7.555619524607266,-9.3,7.8,-2.6217075155132514,-0.6218723687731718,0.7
68,0.0,-6.935327049306481,7.548959748661923,-9.3,7.8,-2.6246675540630124,-0.623560796374206,0.7
69,0.0,-6.985239275591938,7.546730899624805,-9.3,7.8,-2.628899089566559,-0.6210520144635026,0.7
70,0.0,-7.025497538100325,7.549395206214572,-9.3,7.8,-2.6318495960086934,-0.6193844460943229,0.7
71,0.0,-7.0628282633178605,7.550564069080278,-9.3,7.8,-2.634717032106318,-0.618121796087398,0.7
72,0.0,-7.09903990470405,7.551217178645583,-9.3,7.8,-2.637574858376063,-0.6160413284931734,0.7
73,0.0,-7.138145144654352,7.553173173985623,-9.3,7.8,-2.6408002940923465,-0.6147784337840598,0.7
74,0.0,-7.1739268770897775,7.55393395361358,-9.3,7.8,-2.642666662353955,-0.6141759375716795,0.7
75,0.0,-7.210641871633667,7.554201905130282,-9.3,7.8,-2.645478238619429,-0.6125308088070305,0.7
76,0.0,-7.2461034409999145,7.549163457638622,-9.3,7.8,-2.649564586602292,-0.614528746400995,0.7
77,0.0,-7.294663530552106,7.535486087920739,-9.3,7.8,-2.6550938095167056,-0.6181617293776624,0.7
78,0.0,-7.330237412555205,7.526590625039954,-9.3,7.8,-2.658752315976569,-0.6218909254033517,0.7
79,0.0,-7.373720664094387,7.5125648293104135,-9.3,7.8,-2.662798275347448,-0.628578727296832,0.7
80,0.0,-7.41723661794613,7.504552897013632,-9.3,7.8,-2.6666083672697773,-0.6313372093239229,0.7
81,0.0,-7.46498142014805,7.4921700849150845,-9.3,7.8,-2.669151409588459,-0.6409310674756454,0.7
82,0.0,-7.510200050997273,7.486622733096827,-9.3,7.8,-2.6713383579638927,-0.6445320262465228,0.7
83,0.0,-7.55030900279195,7.487922430280541,-9.3,7.8,-2.674514257457084,-0.643605106421479,0.7
84,0.0,-7.608231994535851,7.4919360956532906,-9.3,7.8,-2.6787238887517013,-0.6432560952709743,0.7
85,0.0,-7.645892230929271,7.490047873283414,-9.3,7.8,-2.681210750316083,-0.6462794082298435,0.7
86,0.0,-7.681011732303782,7.483233034628805,-9.3,7.8,-2.683686707129655,-0.6524285329418964,0.7
87,0.0,-7.716401497612612,7.477682400744555,-9.3,7.8,-2.6841370602712002,-0.660255775150262,0.7
88,0.0,-7.7464421634759475,7.471105822569003,-9.3,7.8,-2.684067528457427,-0.6681137662645815,0.7
89,0.0,-7.774492891088539,7.470353996145863,-9.3,7.8,-2.6838947249857252,-0.6718097409431669,0.7
90,0.0,-7.8019006286884744,7.463017907596894,-9.3,7.8,-2.6838286971131615,-0.6806991722895737,0.7
91,0.0,-7.842786324715706,7.446247068247951,-9.3,7.8,-2.683598611557781,-0.6933421115772626,0.7
92,0.0,-7.855225192968882,7.441450674013936,-9.3,7.8,-2.683497328864769,-0.703952465207475,0.7
93,0.0,-7.882723659519241,7.4322347875491115,-9.3,7.8,-2.68347857350785,-0.7142247380557254,0.7
94,0.0,-7.9174177826416265,7.421110117390197,-9.3,7.8,-2.683136559617683,-0.7294094386122224,0.7
95,0.0,-7.954167946378601,7.41719603500941,-9.3,7.8,-2.683627275762453,-0.7374950322173377,0.7
96,0.0,-7.989721585009102,7.418809331640859,-9.3,7.8,-2.684176411523841,-0.7419187446161927,0.7
97,0.0,-8.025347471665862,7.417303931087483,-9.3,7.8,-2.6851524956265957,-0.7505803326296528,0.7
98,0.0,-8.078255844075082,7.415715922516787,-9.3,7.8,-2.685631352797627,-0.7599746481866634,0.7
99,0.0,-8.10681054538393,7.416591156662716,-9.3,7.8,-2.6855805683635343,-0.7686734398217502,0.7
100,0.0,-8.136866120552556,7.415773271983328,-9.3,7.8,-2.6858551454780186,-0.7765000770627057,0.7
101,0.0,-8.168958671390275,7.416209937997877,-9.3,7.8,-2.686761774011788,-0.7840876989550578,0.7
102,0.0,-8.19469169906026,7.41328888457088,-9.3,7.8,-2.6906762131696325,-0.7896252952785989,0.7
103,0.0,-8.214543568388956,7.408108265153948,-9.3,7.8,-2.6933929399854795,-0.7961690812704045,0.7
104,0.0,-8.237625735061659,7.398478249743369,-9.3,7.8,-2.697279675726597,-0.8084707591979787,0.7
105,0.0,-8.28297780686072,7.393898100939083,-9.3,7.8,-2.7035708635258087,-0.8204346732630032,0.7
106,0.0,-8.300558324819963,7.395869588197855,-9.3,7.8,-2.706522399235136,-0.8200250753525338,0.7
107,0.0,-8.371952318095344,7.397746074101839,-9.3,7.8,-2.715961309404574,-0.837701656150889,0.7
108,0.0,-8.421678175685667,7.399092727278213,-17.365,6.146,-2.721539290510802,-0.00033250638103204944,0.0
109,0.0,-8.483976713932622,7.39698643776992,-17.365,6.146,-2.7317572040850235,-0.2670818226569641,0.0
110,0.0,-8.55371589713666,7.403243408596468,-17.365,6.146,-2.7404079412240723,-0.25651870065992677,0.0
111,0.0,-8.621436994856419,7.40719063947217,-17.365,6.146,-2.7447892871646196,-0.2522457902991826,0.0
112,0.0,-8.701135878898866,7.423567653715462,-17.365,6.146,-2.746458005572626,-0.24822978158487474,0.0
113,0.0,-8.754627719019167,7.438343647455757,-17.365,6.146,-2.7462223640704577,-0.24589567243250615,0.0
114,0.0,-8.800608728258672,7.453676974112905,-17.365,6.146,-2.7451921753058754,-0.24459602841832448,0.0
115,0.0,-8.84386582140911,7.475251166462459,-17.365,6.146,-2.743540988421867,-0.24281441031866013,0.0
116,0.0,-8.888750295325988,7.493040140219335,-17.365,6.146,-2.7413832762785506,-0.24238257080363404,0.0
117,0.0,-8.949010542052688,7.485382787834184,-17.365,6.146,-2.7389442124205416,-0.24570885719906194,0.0
118,0.0,-9.005629528061075,7.474700047076665,-17.365,6.146,-2.736436058573974,-0.24814971948357903,0.0
119,0.0,-9.072648511620166,7.462320548035847,-17.365,6.146,-2.7333426955569102,-0.2512178994237547,0.0
120,0.0,-9.091120943149361,7.469543257658702,-17.365,6.146,-2.731723952657019,-0.25132939628979933,0.0
121,0.0,-9.103273852255223,7.4659862619371795,-17.365,6.146,-2.7301148984229155,-0.2533494383261303,0.0
122,0.0,-9.106363074725774,7.46681977948307,-17.365,6.146,-2.7299911429945545,-0.25302087141398477,0.0
123,0.0,-9.11573534492692,7.488574928695242,-17.365,6.146,-2.7299911429945545,-0.24943382015498744,0.0
124,0.0,-9.143806883789848,7.4912365995571015,-17.365,6.146,-2.7299911429945545,-0.24931377654172268,0.0
125,0.0,-9.154348007451961,7.496385459403875,-17.365,6.146,-2.7299911429945545,-0.24802707561079856,0.0
126,0.0,-9.160213866916788,7.494421075207675,-17.365,6.146,-2.7299911429945545,-0.2487712614364907,0.0
127,0.0,-9.17672448660164,7.508521978232173,-17.365,6.146,-2.7299911429945545,-0.24639835615486527,0.0
128,0.0,-9.195188088546372,7.521883709682015,-17.365,6.146,-2.7299911429945545,-0.2443611623663088,0.0
129,0.0,-9.217923606121603,7.532076712156388,-17.365,6.146,-2.7299911429945545,-0.24284295099091846,0.0
130,0.0,-9.243849375357541,7.52600304416063,-17.365,6.146,-2.7299911429945545,-0.24348772654406453,0.0
131,0.0,-9.251779248438652,7.541333373084066,-17.365,6.146,-2.7299911429945545,-0.24069679490272156,0.0
132,0.0,-9.257121861280938,7.55121400730503,-17.365,6.146,-2.7299911429945545,-0.23970945351905626,0.0
133,0.0,-9.255489962036604,7.56943425323103,-17.365,6.146,-2.7299911429945545,-0.23729210192287237,0.0
134,0.0,-9.26085812364869,7.58435265243109,-17.365,6.146,-2.7299911429945545,-0.23556571800750692,0.0
